,crid,officer_id,Findings Sustained
2767,1048705,645,0.0
2768,1048705,1357,0.0
2769,1048705,2116,0.0
2770,1048705,2319,0.0
2771,1048705,3789,0.0
2772,1048705,4850,0.0
2773,1048705,5514,0.0
2774,1048705,6199,0.0
2775,1048705,7348,0.0
2776,1048705,7669,0.0
2777,1048705,8396,0.0
2778,1048713,712,0.0
2779,1048713,2660,0.0
2780,1048716,1665,0.0
2781,1048716,8291,0.0
2782,1048719,4527,0.0
2783,1048719,8455,0.0
2784,1048722,0,0.0
2785,1048723,0,0.0
2786,1048728,0,0.0
2787,1048729,7172,0.0
2788,1048734,8798,0.0
2789,1048735,1191,0.0
2790,1048736,0,0.0
2791,1048737,2183,0.0
2792,1048743,5724,0.0
2793,1048743,6891,0.0
2794,1048745,1148,0.0
2795,1048747,2903,0.0
2796,1048748,0,0.0
2797,1048749,1243,0.0
2798,1048749,1658,0.0
2799,1048759,5706,0.0
2800,1048760,0,0.0
2801,1048761,2499,0.0
2802,1048762,0,0.0
2803,1048763,5043,0.0
2804,1048764,8432,0.0
2805,1048765,0,0.0
2806,1048767,0,0.0
2807,1048768,1631,0.0
2808,1048772,0,0.0
2809,1048774,0,0.0
2810,1048775,935,0.0
2811,1048777,5057,0.0
2812,1048777,5361,0.0
2813,1048778,0,0.0
2814,1048779,6405,0.0
2815,1048784,0,0.0
2816,1048789,0,0.0
2817,1048795,0,0.0
2818,1048797,0,0.0
2819,1048799,651,0.0
2820,1048803,0,0.0
2821,1048805,0,0.0
2822,1048806,0,0.0
2823,1048807,4159,0.0
2824,1048807,4438,0.0
2825,1048816,0,0.0
2826,1048820,0,0.0
2827,1048822,262,0.0
2828,1048822,7175,0.0
2829,1048826,1536,0.0
2830,1048826,7129,0.0
2831,1048828,0,0.0
2832,1048830,2339,0.0
2833,1048830,5393,0.0
2834,1048834,2838,0.0
2835,1048834,5910,0.0
2836,1048835,4887,0.0
2837,1048835,5994,0.0
2838,1048835,8891,0.0
2839,1048837,4793,0.0
2840,1048840,4183,0.0
2841,1048840,5567,0.0
2842,1048841,1903,0.0
2843,1048841,2321,0.0
2844,1048842,0,0.0
2845,1048845,415,0.0
2846,1048845,2876,0.0
2847,1048846,0,0.0
2848,1048850,1559,0.0
2849,1048850,4525,0.0
2850,1048851,5922,0.0
2851,1048852,0,0.0
2852,1048854,8516,0.0
2853,1048856,0,0.0
2854,1048862,0,0.0
2855,1048865,4748,0.0
2856,1048867,5653,0.0
2857,1048868,0,0.0
2858,1048870,0,0.0
2859,1048871,1206,0.0
2860,1048873,0,0.0
2861,1048874,6707,0.0
2862,1048875,8276,1.0
2863,1048877,0,0.0
2864,1048879,4985,0.0
2865,1048881,0,0.0
2866,1048885,0,0.0
2867,1048887,0,0.0
2868,1048888,108,1.0
2869,1048888,827,1.0
2870,1048888,5315,1.0
2871,1048889,3631,0.0
2872,1048895,4749,0.0
2873,1048895,8505,0.0
2874,1048898,1560,0.0
2875,1048899,0,0.0
2876,1048901,4441,0.0
2877,1048901,7725,0.0
2878,1048902,0,0.0
2879,1048903,2511,1.0
2880,1048904,3721,0.0
2881,1048904,4026,0.0
2882,1048905,33,0.0
2883,1048909,5612,0.0
2884,1048909,8523,0.0
2885,1048909,8840,0.0
2886,1048913,0,0.0
2887,1048915,135,0.0
2888,1048915,2740,0.0
2889,1048915,3975,0.0
2890,1048918,0,0.0
2891,1048919,978,0.0
2892,1048919,1695,0.0
2893,1048919,1725,0.0
2894,1048919,4674,0.0
2895,1048919,4844,0.0
2896,1048919,7338,0.0
2897,1048921,4116,0.0
2898,1048921,5138,0.0
2899,1048924,1706,1.0
2900,1048924,1964,1.0
2901,1048924,5813,1.0
2902,1048926,8235,0.0
2903,1048932,0,0.0
2904,1048933,0,0.0
2905,1048936,3909,0.0
2906,1048936,7143,0.0
2907,1048936,8886,0.0
2908,1048938,0,0.0
2909,1048939,0,0.0
2910,1048947,0,0.0
2911,1048951,7909,0.0
2912,1048953,5315,0.0
2913,1048956,0,0.0
2914,1048957,3289,0.0
2915,1048958,341,0.0
2916,1048959,3661,0.0
2917,1048960,0,0.0
2918,1048962,1774,0.0
2919,1048964,4549,0.0
2920,1048964,5304,0.0
2921,1048966,6585,0.0
2922,1048967,2362,1.0
2923,1048973,0,0.0
2924,1048974,0,0.0
2925,1048976,5045,0.0
2926,1048977,7129,0.0
2927,1048979,7507,0.0
2928,1048982,6012,0.0
2929,1048983,7875,0.0
2930,1048987,0,0.0
2931,1048988,0,0.0
2932,1048989,3883,0.0
2933,1048993,354,0.0
2934,1048993,6106,0.0
2935,1048996,3103,0.0
2936,1048996,3816,0.0
2937,1048996,6403,0.0
2938,1048996,6853,0.0
2939,1048997,781,0.0
2940,1048999,605,0.0
2941,1049001,0,0.0
2942,1049002,7457,0.0
2943,1049003,3055,0.0
2944,1049003,6428,0.0
2945,1049006,0,0.0
2946,1049008,8136,0.0
2947,1049011,7930,0.0
2948,1049012,0,0.0
2949,1049014,0,0.0
2950,1049015,0,0.0
2951,1049019,1593,0.0
2952,1049020,3903,0.0
2953,1049020,8194,0.0
2954,1049027,5891,0.0
2955,1049029,3246,0.0
2956,1049029,4766,0.0
2957,1049029,5633,0.0
2958,1049032,6823,0.0
2959,1049033,1104,0.0
2960,1049033,2416,0.0
2961,1049035,5869,0.0
2962,1049035,6855,0.0
2963,1051504,0,0.0
2964,1049036,6047,0.0
2965,1049037,0,0.0
2966,1049044,0,0.0
2967,1049045,0,0.0
2968,1049048,272,0.0
2969,1049049,0,0.0
2970,1049055,709,0.0
2971,1049055,8516,0.0
2972,1049057,0,0.0
2973,1049058,3440,0.0
2974,1049059,3212,0.0
2975,1049059,5330,0.0
2976,1049062,0,0.0
2977,1049064,6338,0.0
2978,1049067,6495,0.0
2979,1049068,0,0.0
2980,1049071,994,0.0
2981,1049076,2557,0.0
2982,1049076,4047,0.0
2983,1049077,854,0.0
2984,1049077,2448,0.0
2985,1049077,2477,0.0
2986,1049077,5327,0.0
2987,1049077,5371,0.0
2988,1049077,6655,0.0
2989,1049077,8318,0.0
2990,1049080,2827,0.0
2991,1049080,8873,0.0
2992,1049081,2351,0.0
2993,1049081,6495,0.0
2994,1049083,0,0.0
2995,1049085,0,0.0
2996,1049086,3505,0.0
2997,1049089,7031,0.0
2998,1049089,8710,0.0
2999,1049090,0,0.0
3000,1049091,1411,0.0
3001,1049094,2102,0.0
3002,1049094,4314,0.0
3003,1049094,7503,0.0
3004,1049096,1085,0.0
3005,1049096,5484,0.0
3006,1049096,6989,1.0
3007,1049096,8645,0.0
3008,1049097,8704,0.0
3009,1049101,0,0.0
3010,1049103,0,0.0
3011,1049106,0,0.0
3012,1049107,2137,0.0
3013,1049108,0,0.0
3014,1049109,0,0.0
3015,1049111,3781,0.0
3016,1049111,8434,0.0
3017,1049112,7466,0.0
3018,1049112,8617,0.0
3019,1049113,2376,0.0
3020,1049113,2979,0.0
3021,1049115,5101,0.0
3022,1049115,5155,0.0
3023,1049117,179,1.0
3024,1049118,5292,0.0
3025,1049120,1119,0.0
3026,1049120,3041,0.0
3027,1049121,0,0.0
3028,1049122,0,0.0
3029,1049128,5596,0.0
3030,1049129,8559,0.0
3031,1049130,4786,0.0
3032,1049132,6857,0.0
3033,1049132,7427,0.0
3034,1049135,0,0.0
3035,1049136,0,0.0
3036,1049137,2575,0.0
3037,1049137,6828,0.0
3038,1049144,629,0.0
3039,1049144,6633,0.0
3040,1049151,4190,0.0
3041,1049151,5012,0.0
3042,1049151,6833,0.0
3043,1049152,661,0.0
3044,1049154,4024,1.0
3045,1049154,7893,1.0
3046,1049155,4343,0.0
3047,1049155,6965,0.0
3048,1049156,6361,0.0
3049,1049159,2585,0.0
3050,1049159,3421,0.0
3051,1049159,7704,0.0
3052,1049161,117,0.0
3053,1049162,0,0.0
3054,1049164,0,0.0
3055,1049165,0,0.0
3056,1049166,2447,0.0
3057,1049166,4915,0.0
3058,1073013,2119,0.0
3059,1049167,3002,0.0
3060,1049168,3725,0.0
3061,1049168,5202,0.0
3062,1049169,3197,0.0
3063,1049169,3384,0.0
3064,1049170,6580,0.0
3065,1049172,0,0.0
3066,1049176,2669,1.0
3067,1049187,8627,0.0
3068,1049192,2103,0.0
3069,1049192,5707,0.0
3070,1049193,1215,0.0
3071,1049193,2331,0.0
3072,1049194,2750,0.0
3073,1049194,4663,0.0
3074,1049200,8090,0.0
3075,1049206,3274,0.0
3076,1049206,4602,0.0
3077,1049208,2273,0.0
3078,1049208,5071,0.0
3079,1049209,657,0.0
3080,1049209,897,0.0
3081,1049209,3982,0.0
3082,1049212,0,0.0
3083,1049217,4945,0.0
3084,1049219,1500,0.0
3085,1049219,2047,0.0
3086,1049221,0,0.0
3087,1049229,1083,0.0
3088,1049229,5556,0.0
3089,1049229,6092,0.0
3090,1049229,7305,0.0
3091,1049231,0,0.0
3092,1049232,3885,0.0
3093,1049240,396,0.0
3094,1049240,1502,0.0
3095,1049242,5790,1.0
3096,1049243,0,0.0
3097,1049246,4550,0.0
3098,1049247,89,0.0
3099,1049247,4670,0.0
3100,1049248,0,0.0
3101,1049250,1854,0.0
3102,1049250,5233,0.0
3103,1049252,2466,0.0
3104,1049252,3168,0.0
3105,1049252,4854,0.0
3106,1049252,7727,0.0
3107,1049257,0,0.0
3108,1049258,2584,0.0
3109,1049258,2983,0.0
3110,1049260,2302,0.0
3111,1049261,0,0.0
3112,1049262,1985,0.0
3113,1049262,3472,0.0
3114,1049263,1162,0.0
3115,1049265,3547,0.0
3116,1049265,7507,0.0
3117,1049266,240,0.0
3118,1049267,1744,0.0
3119,1049267,3493,0.0
3120,1049267,8595,0.0
3121,1049268,2477,0.0
3122,1049268,3586,0.0
3123,1049269,0,0.0
3124,1049270,2256,0.0
3125,1049270,6111,0.0
3126,1049273,2149,1.0
3127,1049275,1983,0.0
3128,1049278,0,0.0
3129,1049280,2838,0.0
3130,1049280,7397,0.0
3131,1049282,0,0.0
3132,1049283,5338,0.0
3133,1049286,1525,0.0
3134,1049286,1851,0.0
3135,1049286,2558,0.0
3136,1049286,4237,0.0
3137,1049286,4450,0.0
3138,1049286,6639,0.0
3139,1049286,8803,0.0
3140,1049291,0,0.0
3141,1049294,839,0.0
3142,1049294,860,0.0
3143,1049296,2553,0.0
3144,1049296,2563,0.0
3145,1049298,0,0.0
3146,1049304,0,0.0
3147,1049309,2106,0.0
3148,1049310,707,0.0
3149,1049312,2106,0.0
3150,1049313,0,0.0
3151,1049316,6588,0.0
3152,1049316,7908,0.0
3153,1049317,0,0.0
3154,1049323,2452,0.0
3155,1049323,6879,0.0
3156,1049325,8262,0.0
3157,1049327,0,0.0
3158,1049329,0,0.0
3159,1049331,0,0.0
3160,1049332,0,0.0
3161,1049337,0,0.0
3162,1049342,0,0.0
3163,1049347,6405,0.0
3164,1051506,0,0.0
3165,1049348,2492,0.0
3166,1049350,1834,0.0
3167,1049352,0,0.0
3168,1049353,3117,0.0
3169,1049356,6984,0.0
3170,1049359,0,0.0
3171,1049360,0,0.0
3172,1049362,64,0.0
3173,1049362,1473,0.0
3174,1073014,0,0.0
3175,1049363,580,0.0
3176,1049364,3533,0.0
3177,1049365,0,0.0
3178,1049366,0,0.0
3179,1049368,2863,0.0
3180,1049368,5384,0.0
3181,1049370,1094,0.0
3182,1049371,6454,1.0
3183,1049372,0,0.0
3184,1049373,817,0.0
3185,1049375,0,0.0
3186,1049376,4475,0.0
3187,1049378,5121,0.0
3188,1049379,8093,0.0
3189,1049382,0,0.0
3190,1049384,0,0.0
3191,1049387,0,0.0
3192,1049388,414,0.0
3193,1049388,3849,0.0
3194,1049389,2307,0.0
3195,1049389,7026,0.0
3196,1049393,8204,0.0
3197,1049394,996,0.0
3198,1049394,2510,0.0
3199,1049394,6738,0.0
3200,1049394,7101,0.0
3201,1049397,0,0.0
3202,1049399,6587,0.0
3203,1049400,0,0.0
3204,1049402,510,0.0
3205,1049402,895,0.0
3206,1049404,0,0.0
3207,1049406,8155,0.0
3208,1049414,2506,0.0
3209,1049416,4333,0.0
3210,1049416,4930,0.0
3211,1049416,7123,0.0
3212,1049417,4354,0.0
3213,1049420,4528,0.0
3214,1049420,4870,0.0
3215,1049421,3417,0.0
3216,1049421,5134,0.0
3217,1049423,307,0.0
3218,1049423,1403,0.0
3219,1049424,4330,0.0
3220,1049425,4,0.0
3221,1049430,5610,0.0
3222,1049430,7305,0.0
3223,1049431,5865,0.0
3224,1049431,7676,0.0
3225,1049434,4989,0.0
3226,1049437,0,0.0
3227,1049441,842,0.0
3228,1049445,0,0.0
3229,1049447,4833,0.0
3230,1049447,6405,0.0
3231,1049454,90,0.0
3232,1049454,2022,0.0
3233,1049456,2838,0.0
3234,1049456,5138,0.0
3235,1049456,5910,0.0
3236,1049456,8627,0.0
3237,1049456,8801,0.0
3238,1049461,0,0.0
3239,1049464,1384,0.0
3240,1049464,8156,0.0
3241,1049465,187,0.0
3242,1049465,3138,0.0
3243,1049467,7863,0.0
3244,1049471,3182,0.0
3245,1049472,0,0.0
3246,1049474,1998,0.0
3247,1049474,3225,0.0
3248,1049475,0,0.0
3249,1049476,0,0.0
3250,1049477,2922,0.0
3251,1049477,7026,0.0
3252,1049484,979,0.0
3253,1049487,2334,0.0
3254,1049487,6650,0.0
3255,1049488,2024,0.0
3256,1049490,0,0.0
3257,1049491,0,0.0
3258,1049494,8642,0.0
3259,1049495,6962,0.0
3260,1049499,0,0.0
3261,1049500,1189,0.0
3262,1049500,6340,0.0
3263,1049505,0,0.0
3264,1049506,0,0.0
3265,1049519,6588,0.0
3266,1049519,7908,0.0
3267,1049523,40,0.0
3268,1049523,7295,0.0
3269,1049524,937,0.0
3270,1049524,5670,0.0
3271,1049525,2273,0.0
3272,1049525,5184,0.0
3273,1049525,5340,0.0
3274,1049526,1950,0.0
3275,1049527,0,0.0
3276,1049528,1854,0.0
3277,1049528,5233,0.0
3278,1049529,523,0.0
3279,1049531,0,0.0
3280,1049533,8046,0.0
3281,1049534,132,0.0
3282,1049534,1376,0.0
3283,1049535,5001,0.0
3284,1049537,0,0.0
3285,1049538,0,0.0
3286,1049540,0,0.0
3287,1049541,0,0.0
3288,1049550,0,0.0
3289,1049551,1572,0.0
3290,1049551,4823,0.0
3291,1049552,5340,0.0
3292,1049556,0,0.0
3293,1049557,5355,0.0
3294,1049557,8081,0.0
3295,1049557,8742,0.0
3296,1049558,2560,0.0
3297,1049565,5865,0.0
3298,1049565,7676,0.0
3299,1049567,265,1.0
3300,1049569,0,0.0
3301,1049576,7081,1.0
3302,1049579,1601,0.0
3303,1049579,3624,0.0
3304,1049579,3651,0.0
3305,1049579,6123,0.0
3306,1049579,8058,0.0
3307,1049580,1048,0.0
3308,1049580,7200,0.0
3309,1049582,0,0.0
3310,1049584,6246,0.0
3311,1049585,0,0.0
3312,1049586,2007,0.0
3313,1049587,1085,0.0
3314,1049587,5484,0.0
3315,1049588,6199,0.0
3316,1049591,4694,0.0
3317,1049595,2372,0.0
3318,1049595,6855,0.0
3319,1049597,1930,0.0
3320,1049597,5974,0.0
3321,1049599,0,0.0
3322,1049603,7357,0.0
3323,1049603,7875,0.0
3324,1049609,4973,0.0
3325,1049611,4047,0.0
3326,1049614,0,0.0
3327,1049616,3886,0.0
3328,1049622,1444,0.0
3329,1049623,2,0.0
3330,1049623,2580,0.0
3331,1049623,3019,0.0
3332,1049623,5114,0.0
3333,1049623,8479,0.0
3334,1049626,5597,0.0
3335,1049629,0,0.0
3336,1049631,0,0.0
3337,1049634,1949,0.0
3338,1049635,0,0.0
3339,1049636,6683,1.0
3340,1049637,663,0.0
3341,1049637,3738,0.0
3342,1049641,4984,0.0
3343,1049646,6686,0.0
3344,1049649,32,0.0
3345,1049649,4420,0.0
3346,1049652,6279,0.0
3347,1049652,7125,0.0
3348,1049658,7006,0.0
3349,1049659,5407,1.0
3350,1049660,3618,0.0
3351,1049660,3963,0.0
3352,1049662,0,0.0
3353,1049663,0,0.0
3354,1049664,0,0.0
3355,1049670,294,0.0
3356,1049671,0,0.0
3357,1049673,389,0.0
3358,1049676,2873,0.0
3359,1049676,4659,0.0
3360,1049680,1059,0.0
3361,1049681,0,0.0
3362,1049682,2941,0.0
3363,1049682,8219,0.0
3364,1049684,0,0.0
3365,1049687,1158,0.0
3366,1049687,4251,0.0
3367,1073016,0,0.0
3368,1049687,6513,0.0
3369,1049687,8797,0.0
3370,1049693,676,0.0
3371,1049693,2832,0.0
3372,1049693,4854,0.0
3373,1049694,2501,0.0
3374,1049694,6149,0.0
3375,1049697,5667,0.0
3376,1049697,5976,0.0
3377,1049697,7818,0.0
3378,1049700,5766,0.0
3379,1049700,8191,0.0
3380,1049701,2,0.0
3381,1049701,2205,0.0
3382,1049701,8149,0.0
3383,1049704,846,0.0
3384,1049704,3807,0.0
3385,1049707,5176,0.0
3386,1049712,2513,0.0
3387,1049718,0,0.0
3388,1049719,0,0.0
3389,1049722,1292,0.0
3390,1049722,4701,0.0
3391,1049725,5923,0.0
3392,1049726,0,0.0
3393,1049729,3028,0.0
3394,1049731,0,0.0
3395,1049733,4681,0.0
3396,1049736,1502,0.0
3397,1049738,4336,0.0
3398,1049738,4588,0.0
3399,1049738,6344,0.0
3400,1049738,6838,0.0
3401,1049739,5184,0.0
3402,1049739,5340,0.0
3403,1049739,5565,0.0
3404,1049740,2463,0.0
3405,1049740,7744,0.0
3406,1049740,8286,0.0
3407,1049741,0,0.0
3408,1049742,6869,0.0
3409,1049743,0,0.0
3410,1049746,0,0.0
3411,1049754,316,0.0
3412,1049755,3948,0.0
3413,1049755,4128,0.0
3414,1049756,4853,0.0
3415,1049757,0,0.0
3416,1049760,268,0.0
3417,1049761,0,0.0
3418,1049762,0,0.0
3419,1049763,4367,0.0
3420,1049763,6994,0.0
3421,1049766,0,0.0
3422,1049768,0,0.0
3423,1049770,4181,0.0
3424,1049770,7124,0.0
3425,1049770,7550,0.0
3426,1049771,0,0.0
3427,1049778,0,0.0
3428,1049779,6588,0.0
3429,1049783,0,0.0
3430,1049786,3543,0.0
3431,1049786,7579,0.0
3432,1049787,817,0.0
3433,1049787,1497,0.0
3434,1049787,5142,0.0
3435,1049787,7386,0.0
3436,1049789,4259,0.0
3437,1049791,232,0.0
3438,1049791,6531,0.0
3439,1049792,1929,0.0
3440,1049798,0,0.0
3441,1049799,6608,0.0
3442,1049802,761,0.0
3443,1049803,0,0.0
3444,1049804,545,0.0
3445,1049804,2345,0.0
3446,1049807,2030,0.0
3447,1049807,2847,0.0
3448,1049808,0,0.0
3449,1049810,8587,1.0
3450,1049813,0,0.0
3451,1049816,7015,0.0
3452,1049816,8846,0.0
3453,1049817,1457,0.0
3454,1049817,5168,0.0
3455,1049819,3387,0.0
3456,1049819,3761,0.0
3457,1049820,0,0.0
3458,1049827,0,0.0
3459,1049831,915,0.0
3460,1049831,5993,0.0
3461,1049832,0,0.0
3462,1049834,0,0.0
3463,1049836,4539,0.0
3464,1049836,5293,0.0
3465,1049836,7801,0.0
3466,1049839,0,0.0
3467,1049843,0,0.0
3468,1049845,0,0.0
3469,1049846,0,0.0
3470,1049847,6535,0.0
3471,1049848,430,0.0
3472,1049850,7156,0.0
3473,1049853,61,0.0
3474,1049854,3751,0.0
3475,1049856,0,0.0
3476,1049858,0,0.0
3477,1049859,1287,0.0
3478,1049863,0,0.0
3479,1049864,0,0.0
3480,1049865,5983,0.0
3481,1049865,7501,0.0
3482,1049865,7944,0.0
3483,1049868,2721,0.0
3484,1049870,7404,0.0
3485,1049874,0,0.0
3486,1049877,4159,0.0
3487,1049877,4438,0.0
3488,1049878,0,0.0
3489,1049879,8282,0.0
3490,1049880,0,0.0
3491,1049885,0,0.0
3492,1049886,5057,0.0
3493,1049887,696,0.0
3494,1049891,0,0.0
3495,1049896,3185,0.0
3496,1049896,3533,0.0
3497,1049898,0,0.0
3498,1049899,1782,0.0
3499,1049900,810,0.0
3500,1049901,4920,0.0
3501,1049901,8559,0.0
3502,1049904,7553,0.0
3503,1049905,978,0.0
3504,1049905,3364,0.0
3505,1049905,6818,0.0
3506,1049906,8004,1.0
3507,1049910,6801,0.0
3508,1049912,3197,0.0
3509,1049912,3411,0.0
3510,1049917,0,0.0
3511,1049922,5129,0.0
3512,1049923,0,0.0
3513,1049927,1179,0.0
3514,1049927,1461,0.0
3515,1049930,2177,0.0
3516,1049931,2841,0.0
3517,1049933,7370,0.0
3518,1049935,5354,0.0
3519,1049937,0,0.0
3520,1049941,5672,0.0
3521,1049943,6855,0.0
3522,1049944,504,0.0
3523,1049944,648,0.0
3524,1049945,5469,0.0
3525,1049945,6173,0.0
3526,1049946,0,0.0
3527,1049951,8063,0.0
3528,1049954,0,0.0
3529,1049956,0,0.0
3530,1049960,1403,0.0
3531,1049961,0,0.0
3532,1049962,4272,0.0
3533,1049962,7129,0.0
3534,1049964,0,0.0
3535,1049969,2790,0.0
3536,1049971,3281,0.0
3537,1049973,0,0.0
3538,1049975,0,0.0
3539,1049976,6111,0.0
3540,1049976,7788,0.0
3541,1049977,3216,0.0
3542,1049978,4898,0.0
3543,1049978,5672,0.0
3544,1049982,0,0.0
3545,1049985,2991,0.0
3546,1049985,7752,0.0
3547,1049986,0,0.0
3548,1049989,0,0.0
3549,1049991,5601,0.0
3550,1049991,8838,0.0
3551,1049993,1467,0.0
3552,1049993,6751,0.0
3553,1049995,37,1.0
3554,1049995,6818,1.0
3555,1049997,4432,0.0
3556,1049998,8686,0.0
3557,1050001,3994,0.0
3558,1050004,0,0.0
3559,1050008,0,0.0
3560,1050009,0,0.0
3561,1050011,325,0.0
3562,1050013,8567,0.0
3563,1050013,8806,0.0
3564,1050014,0,0.0
3565,1050015,0,0.0
3566,1050017,3017,0.0
3567,1050017,6074,0.0
3568,1050019,0,0.0
3569,1050021,0,0.0
3570,1050022,2333,0.0
3571,1050025,0,0.0
3572,1050029,3882,0.0
3573,1050029,5931,0.0
3574,1050030,4887,0.0
3575,1050030,5994,0.0
3576,1050031,0,0.0
3577,1050035,0,0.0
3578,1050036,0,0.0
3579,1050037,7632,0.0
3580,1050037,8099,0.0
3581,1050041,0,0.0
3582,1050042,4451,0.0
3583,1050044,2656,0.0
3584,1050045,0,0.0
3585,1050046,2656,0.0
3586,1050050,1856,0.0
3587,1050051,1950,0.0
3588,1050051,8026,0.0
3589,1050053,0,0.0
3590,1050055,8689,0.0
3591,1050055,8805,0.0
3592,1050056,0,0.0
3593,1050057,81,0.0
3594,1050057,5974,0.0
3595,1050061,3000,0.0
3596,1050063,0,0.0
3597,1050065,1084,0.0
3598,1050065,4958,0.0
3599,1050065,5132,0.0
3600,1073021,1104,0.0
3601,1050066,7925,0.0
3602,1050069,5285,0.0
3603,1050074,6820,0.0
3604,1050078,5089,0.0
3605,1050083,4532,0.0
3606,1050083,7184,0.0
3607,1050088,0,0.0
3608,1050090,1041,0.0
3609,1050090,5150,0.0
3610,1050092,4286,0.0
3611,1050094,0,0.0
3612,1050095,4581,0.0
3613,1050096,2400,0.0
3614,1050097,0,0.0
3615,1050098,1528,0.0
3616,1050100,6979,0.0
3617,1050106,1138,0.0
3618,1050107,3807,0.0
3619,1050112,0,0.0
3620,1050113,8629,0.0
3621,1050116,3453,0.0
3622,1050116,4719,0.0
3623,1050118,118,0.0
3624,1050118,1264,0.0
3625,1050123,1220,0.0
3626,1050123,6011,0.0
3627,1050123,7354,0.0
3628,1050131,189,0.0
3629,1050134,0,0.0
3630,1050135,5074,0.0
3631,1050138,224,0.0
3632,1050138,1995,0.0
3633,1050139,3937,0.0
3634,1050140,7820,0.0
3635,1050142,2730,0.0
3636,1050148,3654,0.0
3637,1050148,5971,0.0
3638,1050153,0,0.0
3639,1050154,0,0.0
3640,1050156,0,0.0
3641,1050160,7357,0.0
3642,1050162,0,0.0
3643,1050165,7923,0.0
3644,1050167,753,0.0
3645,1050170,0,0.0
3646,1050173,3931,0.0
3647,1050173,5765,0.0
3648,1050173,6409,0.0
3649,1050175,1875,0.0
3650,1050178,8143,0.0
3651,1050185,6803,0.0
3652,1050185,7360,0.0
3653,1050191,305,1.0
3654,1050192,2787,0.0
3655,1050192,6508,0.0
3656,1050192,7117,0.0
3657,1050193,4334,0.0
3658,1050193,5238,0.0
3659,1050193,7165,0.0
3660,1050193,8530,0.0
3661,1050195,978,0.0
3662,1050195,2520,0.0
3663,1050196,1546,0.0
3664,1050196,1797,0.0
3665,1050197,6267,0.0
3666,1050197,6511,0.0
3667,1050197,8065,0.0
3668,1050199,1168,0.0
3669,1050205,2213,0.0
3670,1050205,8771,0.0
3671,1050207,0,0.0
3672,1050209,760,0.0
3673,1050210,3726,0.0
3674,1050210,5201,0.0
3675,1050210,5223,0.0
3676,1050210,5876,0.0
3677,1050215,5247,0.0
3678,1050215,8366,0.0
3679,1050217,0,0.0
3680,1050218,0,0.0
3681,1050221,2819,0.0
3682,1050221,6569,0.0
3683,1050225,3781,0.0
3684,1050225,8434,0.0
3685,1050225,8664,0.0
3686,1050226,7542,0.0
3687,1050226,8007,0.0
3688,1050226,8290,0.0
3689,1050228,979,0.0
3690,1050228,6246,0.0
3691,1050229,0,0.0
3692,1050235,5152,0.0
3693,1050236,0,0.0
3694,1050242,4219,0.0
3695,1050243,0,0.0
3696,1050246,1896,0.0
3697,1050250,0,0.0
3698,1050253,4826,0.0
3699,1050254,4431,0.0
3700,1050260,4150,0.0
3701,1050261,0,0.0
3702,1050262,0,0.0
3703,1050264,7967,1.0
3704,1050272,156,0.0
3705,1050272,6179,0.0
3706,1050280,0,0.0
3707,1050283,656,0.0
3708,1050283,6270,0.0
3709,1050284,3182,0.0
3710,1050284,4622,0.0
3711,1050285,0,0.0
3712,1050288,0,0.0
3713,1050290,961,1.0
3714,1050292,4490,0.0
3715,1050292,6307,0.0
3716,1050293,6720,0.0
3717,1050293,6818,0.0
3718,1050294,0,0.0
3719,1050298,0,0.0
3720,1050301,0,0.0
3721,1050302,4533,1.0
3722,1050303,3106,0.0
3723,1050303,3543,0.0
3724,1050306,4679,0.0
3725,1050308,1422,0.0
3726,1050308,1695,0.0
3727,1050308,4755,0.0
3728,1050310,2332,0.0
3729,1050310,3127,0.0
3730,1050316,0,0.0
3731,1050320,3253,0.0
3732,1050320,5310,0.0
3733,1050321,2863,0.0
3734,1050321,5384,0.0
3735,1050324,8331,0.0
3736,1050324,8603,0.0
3737,1050326,0,0.0
3738,1050328,5419,0.0
3739,1050328,8353,0.0
3740,1050330,4010,1.0
3741,1050331,0,0.0
3742,1050332,8262,0.0
3743,1050333,1083,0.0
3744,1050333,6092,0.0
3745,1050334,2217,0.0
3746,1050337,726,0.0
3747,1050338,3891,0.0
3748,1050338,5775,0.0
3749,1050341,1004,1.0
3750,1050344,8058,0.0
3751,1050345,7422,0.0
3752,1050347,2106,0.0
3753,1050348,2595,0.0
3754,1050350,0,0.0
3755,1050351,2641,0.0
3756,1050351,6149,0.0
3757,1050352,1834,0.0
3758,1050353,2743,0.0
3759,1050353,7410,0.0
3760,1050359,0,0.0
3761,1050365,3178,0.0
3762,1050365,4542,0.0
3763,1050366,0,0.0
3764,1050368,5537,0.0
3765,1050368,7523,0.0
3766,1050370,0,0.0
3767,1050371,0,0.0
3768,1050372,0,0.0
3769,1050373,1859,0.0
3770,1050373,6051,0.0
3771,1050373,7962,0.0
3772,1050377,724,0.0
3773,1050377,8701,0.0
3774,1050378,0,0.0
3775,1050382,758,0.0
3776,1050383,0,0.0
3777,1050384,0,0.0
3778,1050385,3807,0.0
3779,1050386,8353,0.0
3780,1050388,3002,0.0
3781,1050389,8566,0.0
3782,1050390,0,0.0
3783,1050392,0,0.0
3784,1050395,3240,0.0
3785,1050396,0,0.0
3786,1050400,853,0.0
3787,1050400,1085,0.0
3788,1050400,5484,0.0
3789,1050400,8508,0.0
